"member_number","createDate","itemDescription","purchase_year","purchase_month","purchase_day","purchase_dow"
4699,"2015-02-08",pasta,2015,2,8,1
4747,"2015-06-08",other vegetables,2015,6,8,2
3028,"2015-06-09",sausage,2015,6,9,3
2851,"2015-03-16",rolls buns,2015,3,16,2
4417,"2015-02-25",grapes,2015,2,25,4
3822,"2015-03-07",root vegetables,2015,3,7,7
2288,"2015-05-31",coffee,2015,5,31,1
2184,"2015-06-30",popcorn,2015,6,30,3
4554,"2015-08-27",whole milk,2015,8,27,5
3361,"2015-03-05",tropical fruit,2015,3,5,5
2999,"2015-04-17",beef,2015,4,17,6
2614,"2015-06-25",whole milk,2015,6,25,5
4064,"2015-06-05",frankfurter,2015,6,5,6
3567,"2015-10-04",tropical fruit,2015,10,4,1
2587,"2015-05-07",canned beer,2015,5,7,5
3783,"2015-06-17",finished products,2015,6,17,4
1923,"2015-02-14",beverages,2015,2,14,7
4835,"2015-02-19",hamburger meat,2015,2,19,5
1514,"2015-08-24",whole milk,2015,8,24,2
3154,"2015-06-22",finished products,2015,6,22,2
1313,"2015-12-25",other vegetables,2015,12,25,6
2794,"2015-07-18",ham,2015,7,18,7
2359,"2015-04-09",other vegetables,2015,4,9,5
2238,"2015-03-09",curd,2015,3,9,2
3795,"2015-01-17",bottled beer,2015,1,17,7
3724,"2015-11-26",curd,2015,11,26,5
1152,"2015-03-05",whole milk,2015,3,5,5
4559,"2015-03-17",whole milk,2015,3,17,3
3922,"2015-02-27",dessert,2015,2,27,6
1709,"2015-04-22",sausage,2015,4,22,4
2219,"2015-04-17",other vegetables,2015,4,17,6
2206,"2015-10-17",ham,2015,10,17,7
1752,"2015-04-06",other vegetables,2015,4,6,2
3942,"2015-11-10",other vegetables,2015,11,10,3
3296,"2015-08-17",soda,2015,8,17,2
2257,"2015-02-05",herbs,2015,2,5,5
4313,"2015-07-28",frankfurter,2015,7,28,3
2001,"2015-08-21",rolls buns,2015,8,21,6
2449,"2015-07-08",curd,2015,7,8,4
4914,"2015-04-12",frankfurter,2015,4,12,1
2764,"2015-07-24",other vegetables,2015,7,24,6
4187,"2015-05-09",dog food,2015,5,9,7
1392,"2015-04-20",specialty bar,2015,4,20,2
3427,"2015-04-28",curd,2015,4,28,3
1411,"2015-02-20",frankfurter,2015,2,20,6
3390,"2015-11-14",soda,2015,11,14,7
4787,"2015-08-01",beef,2015,8,1,7
3310,"2015-01-17",canned beer,2015,1,17,7
1782,"2015-10-10",pork,2015,10,10,7
3375,"2015-04-26",frankfurter,2015,4,26,1
2760,"2015-01-07",sausage,2015,1,7,4
4249,"2015-09-13",canned beer,2015,9,13,1
2904,"2015-06-06",specialty chocolate,2015,6,6,7
4090,"2015-02-26",curd,2015,2,26,5
3060,"2015-07-05",canned beer,2015,7,5,1
3768,"2015-10-07",whole milk,2015,10,7,4
1232,"2015-01-27",rolls buns,2015,1,27,3
1360,"2015-10-23",pork,2015,10,23,6
1107,"2015-10-01",citrus fruit,2015,10,1,5
2865,"2015-11-04",pot plants,2015,11,4,4
2958,"2015-06-14",rolls buns,2015,6,14,1
2448,"2015-07-12",butter,2015,7,12,1
1222,"2015-09-24",condensed milk,2015,9,24,5
2943,"2015-06-20",sausage,2015,6,20,7
2270,"2015-08-11",whole milk,2015,8,11,3
3812,"2015-07-21",sausage,2015,7,21,3
1482,"2015-11-22",beverages,2015,11,22,1
4720,"2015-02-22",beverages,2015,2,22,1
1344,"2015-09-04",bottled water,2015,9,4,6
2397,"2015-10-04",newspapers,2015,10,4,1
4182,"2015-05-12",cleaner,2015,5,12,3
4487,"2015-07-10",sausage,2015,7,10,6
3467,"2015-12-24",newspapers,2015,12,24,5
2443,"2015-11-15",sausage,2015,11,15,1
2749,"2015-01-27",misc. beverages,2015,1,27,3
4389,"2015-04-13",white wine,2015,4,13,2
1674,"2015-12-04",sausage,2015,12,4,6
4262,"2015-10-16",meat,2015,10,16,6
2082,"2015-04-07",frankfurter,2015,4,7,3
4494,"2015-01-06",ice cream,2015,1,6,3
2460,"2015-09-28",canned beer,2015,9,28,2
4509,"2015-11-29",tropical fruit,2015,11,29,1
2267,"2015-07-23",meat,2015,7,23,5
4891,"2015-09-05",whole milk,2015,9,5,7
3962,"2015-09-20",sausage,2015,9,20,1
4964,"2015-07-18",frankfurter,2015,7,18,7
2914,"2015-11-30",meat,2015,11,30,2
2808,"2015-05-05",root vegetables,2015,5,5,3
1085,"2015-08-15",root vegetables,2015,8,15,7
3808,"2015-08-18",whole milk,2015,8,18,3
4149,"2015-01-07",citrus fruit,2015,1,7,4
2331,"2015-06-05",citrus fruit,2015,6,5,6
4475,"2015-04-03",other vegetables,2015,4,3,6
2761,"2015-04-25",citrus fruit,2015,4,25,7
2620,"2015-12-14",sausage,2015,12,14,2
3206,"2015-10-13",frankfurter,2015,10,13,3
1226,"2015-04-13",hard cheese,2015,4,13,2
1395,"2015-03-07",cream cheese ,2015,3,7,7
2465,"2015-06-07",turkey,2015,6,7,1
3572,"2015-07-09",pork,2015,7,9,5
4387,"2015-05-08",whole milk,2015,5,8,6
1555,"2015-03-27",rolls buns,2015,3,27,6
1181,"2015-11-16",sausage,2015,11,16,2
2814,"2015-05-11",ice cream,2015,5,11,2
2794,"2015-09-16",liquor,2015,9,16,4
2912,"2015-01-28",pip fruit,2015,1,28,4
4667,"2015-01-12",root vegetables,2015,1,12,2
2235,"2015-10-25",soda,2015,10,25,1
2353,"2015-05-02",soda,2015,5,2,7
3449,"2015-03-08",sausage,2015,3,8,1
1058,"2015-10-11",root vegetables,2015,10,11,1
1027,"2015-05-17",pork,2015,5,17,1
3302,"2015-05-22",pork,2015,5,22,6
2229,"2015-05-30",chocolate,2015,5,30,7
2188,"2015-08-15",fruit vegetable juice,2015,8,15,7
1547,"2015-04-18",pickled vegetables,2015,4,18,7
1649,"2015-06-30",bottled water,2015,6,30,3
3254,"2015-09-10",frankfurter,2015,9,10,5
2818,"2015-11-07",tropical fruit,2015,11,7,7
2703,"2015-05-08",canned beer,2015,5,8,6
3332,"2015-01-31",root vegetables,2015,1,31,7
2473,"2015-07-01",meat,2015,7,1,4
2810,"2015-12-30",frankfurter,2015,12,30,4
1033,"2015-04-22",tropical fruit,2015,4,22,4
4222,"2015-05-27",tropical fruit,2015,5,27,4
3679,"2015-09-21",citrus fruit,2015,9,21,2
2212,"2015-08-27",hamburger meat,2015,8,27,5
1507,"2015-06-22",chicken,2015,6,22,2
2870,"2015-01-22",chicken,2015,1,22,5
3429,"2015-04-25",frankfurter,2015,4,25,7
4148,"2015-04-09",canned beer,2015,4,9,5
2970,"2015-12-30",turkey,2015,12,30,4
2013,"2015-08-30",packaged fruit vegetables,2015,8,30,1
3967,"2015-05-30",pasta,2015,5,30,7
2885,"2015-05-15",citrus fruit,2015,5,15,6
3935,"2015-07-02",sausage,2015,7,2,5
3283,"2015-05-01",whole milk,2015,5,1,6
3268,"2015-11-06",canned beer,2015,11,6,6
3677,"2015-04-30",citrus fruit,2015,4,30,5
3495,"2015-06-27",liquor (appetizer),2015,6,27,7
1410,"2015-10-04",citrus fruit,2015,10,4,1
2440,"2015-06-06",sausage,2015,6,6,7
4088,"2015-01-13",chicken,2015,1,13,3
2469,"2015-09-23",hamburger meat,2015,9,23,4
4229,"2015-03-06",sausage,2015,3,6,6
2728,"2015-08-02",beef,2015,8,2,1
4694,"2015-01-25",citrus fruit,2015,1,25,1
2836,"2015-12-29",UHT-milk,2015,12,29,3
1311,"2015-02-12",candy,2015,2,12,5
1760,"2015-01-23",newspapers,2015,1,23,6
3656,"2015-03-21",beef,2015,3,21,7
3720,"2015-05-28",sausage,2015,5,28,5
2996,"2015-09-26",frankfurter,2015,9,26,7
1949,"2015-07-22",canned beer,2015,7,22,4
4498,"2015-02-11",bottled beer,2015,2,11,4
2447,"2015-12-28",onions,2015,12,28,2
1952,"2015-03-23",tropical fruit,2015,3,23,2
4099,"2015-01-27",bottled water,2015,1,27,3
1804,"2015-03-12",beef,2015,3,12,5
1510,"2015-05-16",sausage,2015,5,16,7
2879,"2015-04-18",hair spray,2015,4,18,7
4899,"2015-03-12",chicken,2015,3,12,5
4326,"2015-09-29",pork,2015,9,29,3
1670,"2015-05-17",ice cream,2015,5,17,1
1117,"2015-05-24",meat,2015,5,24,1
1346,"2015-03-04",other vegetables,2015,3,4,4
1178,"2015-11-15",bottled water,2015,11,15,1
1649,"2015-06-25",tropical fruit,2015,6,25,5
4651,"2015-06-21",photo film,2015,6,21,1
4243,"2015-04-21",sausage,2015,4,21,3
4429,"2015-07-21",grapes,2015,7,21,3
4645,"2015-07-25",domestic eggs,2015,7,25,7
4019,"2015-07-24",rolls buns,2015,7,24,6
4459,"2015-04-26",tropical fruit,2015,4,26,1
3006,"2015-12-27",chicken,2015,12,27,1
1834,"2015-09-17",frankfurter,2015,9,17,5
3236,"2015-07-14",berries,2015,7,14,3
2666,"2014-05-26",chocolate,2014,5,26,2
2717,"2014-01-02",fruit vegetable juice,2014,1,2,5
1095,"2014-03-25",shopping bags,2014,3,25,3
1480,"2014-12-22",bottled water,2014,12,22,2
2865,"2014-09-23",processed cheese,2014,9,23,3
1482,"2014-10-22",brown bread,2014,10,22,4
3184,"2014-04-20",berries,2014,4,20,1
1468,"2014-08-21",salty snack,2014,8,21,5
4077,"2014-12-25",sauces,2014,12,25,5
3888,"2014-10-16",butter,2014,10,16,5
3972,"2014-04-07",butter,2014,4,7,2
2967,"2014-05-27",oil,2014,5,27,3
3380,"2014-08-16",other vegetables,2014,8,16,7
2207,"2014-12-03",coffee,2014,12,3,4
3600,"2014-04-08",pickled vegetables,2014,4,8,3
4618,"2014-07-09",sliced cheese,2014,7,9,4
2680,"2014-03-16",frozen meals,2014,3,16,1
1651,"2014-03-28",dishes,2014,3,28,6
2934,"2014-03-22",fruit vegetable juice,2014,3,22,7
2860,"2014-09-15",waffles,2014,9,15,2
1307,"2014-11-14",rolls buns,2014,11,14,6
4628,"2014-12-03",UHT-milk,2014,12,3,4
1240,"2014-11-27",shopping bags,2014,11,27,5
3666,"2014-06-14",bottled water,2014,6,14,7
4008,"2014-10-14",shopping bags,2014,10,14,3
3386,"2014-08-07",baking powder,2014,8,7,5
2472,"2014-06-19",sugar,2014,6,19,5
1323,"2014-06-18",whole milk,2014,6,18,4
1654,"2014-09-08",butter,2014,9,8,2
3620,"2014-05-17",berries,2014,5,17,7
4952,"2014-09-03",specialty chocolate,2014,9,3,4
3966,"2014-01-07",canned beer,2014,1,7,3
1964,"2014-03-23",other vegetables,2014,3,23,1
2504,"2014-12-17",waffles,2014,12,17,4
4500,"2014-02-04",cat food,2014,2,4,3
1454,"2014-05-03",fruit vegetable juice,2014,5,3,7
1066,"2014-02-01",bottled beer,2014,2,1,7
3692,"2014-01-09",salty snack,2014,1,9,5
2445,"2014-04-17",pastry,2014,4,17,5
1860,"2014-01-31",rolls buns,2014,1,31,6
1153,"2014-08-18",cake bar,2014,8,18,2
3317,"2014-08-10",soda,2014,8,10,1
1957,"2014-03-20",berries,2014,3,20,5
4303,"2014-11-28",specialty bar,2014,11,28,6
3556,"2014-10-04",brown bread,2014,10,4,7
1282,"2014-05-04",shopping bags,2014,5,4,1
4034,"2014-08-29",specialty bar,2014,8,29,6
2807,"2014-07-17",beverages,2014,7,17,5
2232,"2014-01-25",dessert,2014,1,25,7
2303,"2014-06-12",hair spray,2014,6,12,5
2050,"2014-10-20",rolls buns,2014,10,20,2
3381,"2014-12-05",coffee,2014,12,5,6
3402,"2014-05-17",coffee,2014,5,17,7
3072,"2014-11-12",dessert,2014,11,12,4
3381,"2014-10-30",hygiene articles,2014,10,30,5
1367,"2014-01-31",bottled beer,2014,1,31,6
1895,"2014-01-23",whipped sour cream,2014,1,23,5
3267,"2014-11-14",soda,2014,11,14,6
4192,"2014-02-17",canned beer,2014,2,17,2
2274,"2014-12-04",curd,2014,12,4,5
4430,"2014-10-03",whipped sour cream,2014,10,3,6
4329,"2014-10-23",dessert,2014,10,23,5
1922,"2014-05-30",whipped sour cream,2014,5,30,6
2154,"2014-08-14",onions,2014,8,14,5
4523,"2014-08-06",canned beer,2014,8,6,4
1136,"2014-05-02",flower (seeds),2014,5,2,6
3439,"2014-04-27",soda,2014,4,27,1
2980,"2014-11-27",shopping bags,2014,11,27,5
2509,"2014-08-17",other vegetables,2014,8,17,1
4845,"2014-07-10",fruit vegetable juice,2014,7,10,5
3589,"2014-07-24",fruit vegetable juice,2014,7,24,5
4505,"2014-01-18",other vegetables,2014,1,18,7
2744,"2014-05-06",frozen vegetables,2014,5,6,3
4236,"2014-03-04",curd,2014,3,4,3
3928,"2014-08-05",shopping bags,2014,8,5,3
1207,"2014-04-28",pickled vegetables,2014,4,28,2
2578,"2014-04-19",rolls buns,2014,4,19,7
1553,"2014-05-09",soda,2014,5,9,6
3942,"2014-01-01",yogurt,2014,1,1,4
1583,"2014-01-27",dessert,2014,1,27,2
2133,"2014-05-24",cat food,2014,5,24,7
4860,"2014-11-14",newspapers,2014,11,14,6
4548,"2014-10-09",onions,2014,10,9,5
2610,"2014-01-01",bottled beer,2014,1,1,4
2344,"2014-02-22",napkins,2014,2,22,7
2920,"2014-05-12",rolls buns,2014,5,12,2
3847,"2014-03-14",domestic eggs,2014,3,14,6
1991,"2014-10-31",butter,2014,10,31,6
2241,"2014-02-17",frozen vegetables,2014,2,17,2
2794,"2014-02-18",whole milk,2014,2,18,3
3871,"2014-10-05",salty snack,2014,10,5,1
4085,"2014-04-15",potato products,2014,4,15,3
3964,"2014-03-11",bottled water,2014,3,11,3
1111,"2014-10-24",flour,2014,10,24,6
1294,"2014-08-14",soda,2014,8,14,5
1338,"2014-08-11",whole milk,2014,8,11,2
1079,"2014-10-07",bottled water,2014,10,7,3
1794,"2014-04-14",yogurt,2014,4,14,2
4715,"2014-11-10",margarine,2014,11,10,2
4694,"2014-06-01",whipped sour cream,2014,6,1,1
4156,"2014-08-19",candles,2014,8,19,3
4264,"2014-03-16",butter milk,2014,3,16,1
1732,"2014-04-03",canned beer,2014,4,3,5
1161,"2014-01-26",newspapers,2014,1,26,1
4058,"2014-02-07",flour,2014,2,7,6
4183,"2014-10-26",ice cream,2014,10,26,1
4371,"2014-03-29",canned beer,2014,3,29,7
1808,"2015-07-21",tropical fruit,2015,7,21,3
2552,"2015-01-05",whole milk,2015,1,5,2
2300,"2015-09-19",pip fruit,2015,9,19,7
1187,"2015-12-12",other vegetables,2015,12,12,7
3037,"2015-02-01",whole milk,2015,2,1,1
4941,"2015-02-14",rolls buns,2015,2,14,7
4501,"2015-05-08",other vegetables,2015,5,8,6
3803,"2015-12-23",pot plants,2015,12,23,4
2762,"2015-03-20",whole milk,2015,3,20,6
4119,"2015-02-12",tropical fruit,2015,2,12,5
1340,"2015-02-24",citrus fruit,2015,2,24,3
2193,"2015-04-14",beef,2015,4,14,3
1997,"2015-07-21",frankfurter,2015,7,21,3
4546,"2015-09-03",chicken,2015,9,3,5
4736,"2015-07-21",butter,2015,7,21,3
1959,"2015-03-30",fruit vegetable juice,2015,3,30,2
1974,"2015-05-03",packaged fruit vegetables,2015,5,3,1
2421,"2015-09-02",chocolate,2015,9,2,4
1513,"2015-09-03",specialty bar,2015,9,3,5
1905,"2015-07-07",other vegetables,2015,7,7,3
2810,"2015-09-08",butter milk,2015,9,8,3
2867,"2015-11-12",whole milk,2015,11,12,5
3962,"2015-09-18",tropical fruit,2015,9,18,6
1088,"2015-11-30",tropical fruit,2015,11,30,2
4976,"2015-07-17",bottled water,2015,7,17,6
4056,"2015-06-12",yogurt,2015,6,12,6
3611,"2015-02-13",sausage,2015,2,13,6
1420,"2015-01-14",other vegetables,2015,1,14,4
4286,"2015-03-08",brown bread,2015,3,8,1
4918,"2015-01-27",yogurt,2015,1,27,3
4783,"2015-10-22",hamburger meat,2015,10,22,5
3709,"2015-10-26",root vegetables,2015,10,26,2
4289,"2015-10-08",pork,2015,10,8,5
1559,"2015-10-03",beef,2015,10,3,7
2900,"2015-04-11",pastry,2015,4,11,7
1905,"2015-02-21",fruit vegetable juice,2015,2,21,7
3527,"2015-09-29",canned beer,2015,9,29,3
1495,"2015-01-09",root vegetables,2015,1,9,6
3558,"2015-04-03",citrus fruit,2015,4,3,6
3128,"2015-04-20",sausage,2015,4,20,2
1863,"2015-08-04",tropical fruit,2015,8,4,3
3841,"2015-07-19",berries,2015,7,19,1
3903,"2015-10-06",canned beer,2015,10,6,3
2658,"2015-10-16",butter milk,2015,10,16,6
1348,"2015-09-17",soda,2015,9,17,5
3806,"2015-08-28",tropical fruit,2015,8,28,6
1711,"2015-06-08",soda,2015,6,8,2
3959,"2015-12-04",white bread,2015,12,4,6
1590,"2015-08-15",coffee,2015,8,15,7
1962,"2015-06-08",tropical fruit,2015,6,8,2
1766,"2015-01-21",pork,2015,1,21,4
2551,"2015-10-21",citrus fruit,2015,10,21,4
2294,"2015-09-23",frankfurter,2015,9,23,4
4531,"2015-05-29",frankfurter,2015,5,29,6
2957,"2015-04-12",frankfurter,2015,4,12,1
4415,"2015-01-26",other vegetables,2015,1,26,2
1476,"2015-08-26",yogurt,2015,8,26,4
3978,"2015-07-23",sausage,2015,7,23,5
2062,"2015-09-22",whole milk,2015,9,22,3
3252,"2015-06-28",pip fruit,2015,6,28,1
3922,"2015-06-24",whole milk,2015,6,24,4
1491,"2015-10-17",root vegetables,2015,10,17,7
3526,"2015-08-26",onions,2015,8,26,4
4060,"2015-12-11",specialty chocolate,2015,12,11,6
1067,"2015-04-08",hamburger meat,2015,4,8,4
2840,"2015-01-27",photo film,2015,1,27,3
4484,"2015-11-27",rolls buns,2015,11,27,6
2353,"2015-02-07",canned beer,2015,2,7,7
3130,"2015-02-18",canned beer,2015,2,18,4
4273,"2015-06-14",other vegetables,2015,6,14,1
4565,"2015-12-30",canned beer,2015,12,30,4
2504,"2015-08-14",curd,2015,8,14,6
4127,"2015-10-23",butter,2015,10,23,6
2690,"2015-04-01",other vegetables,2015,4,1,4
4129,"2015-09-22",whole milk,2015,9,22,3
4511,"2015-06-29",beef,2015,6,29,2
1602,"2015-08-04",sausage,2015,8,4,3
4369,"2015-02-01",soda,2015,2,1,1
1302,"2015-09-29",fruit vegetable juice,2015,9,29,3
3326,"2015-04-30",rolls buns,2015,4,30,5
2066,"2015-05-21",pip fruit,2015,5,21,5
3483,"2015-01-15",frozen vegetables,2015,1,15,5
2840,"2015-02-12",beverages,2015,2,12,5
1807,"2015-05-18",hamburger meat,2015,5,18,2
2067,"2015-08-12",root vegetables,2015,8,12,4
3783,"2015-02-17",canned beer,2015,2,17,3
2884,"2015-01-04",frozen vegetables,2015,1,4,1
2908,"2015-03-15",canned beer,2015,3,15,1
1330,"2015-07-10",newspapers,2015,7,10,6
2293,"2015-05-08",rolls buns,2015,5,8,6
3718,"2015-05-20",hamburger meat,2015,5,20,4
4338,"2015-01-25",pip fruit,2015,1,25,1
3486,"2015-11-08",canned beer,2015,11,8,1
3635,"2015-09-04",grapes,2015,9,4,6
2857,"2015-02-18",root vegetables,2015,2,18,4
3684,"2015-08-13",citrus fruit,2015,8,13,5
3120,"2015-10-20",cling film bags,2015,10,20,3
3495,"2015-03-11",whole milk,2015,3,11,4
2813,"2015-11-16",pip fruit,2015,11,16,2
2799,"2015-09-02",sugar,2015,9,2,4
4723,"2015-05-22",tropical fruit,2015,5,22,6
3313,"2015-04-08",root vegetables,2015,4,8,4
4748,"2015-12-15",soda,2015,12,15,3
2991,"2015-02-16",whole milk,2015,2,16,2
1483,"2015-04-01",tropical fruit,2015,4,1,4
3950,"2015-10-01",white bread,2015,10,1,5
1634,"2015-01-16",brown bread,2015,1,16,6
2694,"2015-05-12",tropical fruit,2015,5,12,3
2707,"2015-10-18",domestic eggs,2015,10,18,1
2813,"2015-10-16",coffee,2015,10,16,6
2276,"2015-01-11",soda,2015,1,11,1
4726,"2015-02-06",whole milk,2015,2,6,6
4353,"2015-05-25",bottled beer,2015,5,25,2
4017,"2015-08-13",pork,2015,8,13,5
1422,"2015-08-21",other vegetables,2015,8,21,6
4211,"2014-05-29",newspapers,2014,5,29,5
4899,"2014-05-10",rolls buns,2014,5,10,7
1890,"2014-04-12",flour,2014,4,12,7
1268,"2014-09-26",sauces,2014,9,26,6
3172,"2014-03-03",bottled beer,2014,3,3,2
1444,"2014-04-30",yogurt,2014,4,30,4
4758,"2014-05-08",butter,2014,5,8,5
3125,"2014-02-23",newspapers,2014,2,23,1
3258,"2014-12-19",yogurt,2014,12,19,6
4474,"2014-07-18",yogurt,2014,7,18,6
1204,"2014-05-25",waffles,2014,5,25,1
4212,"2014-04-13",butter,2014,4,13,1
3106,"2014-01-10",pastry,2014,1,10,6
2284,"2014-01-06",fruit vegetable juice,2014,1,6,2
3849,"2014-01-07",whole milk,2014,1,7,3
2588,"2014-07-01",coffee,2014,7,1,3
3733,"2014-08-05",newspapers,2014,8,5,3
4306,"2014-07-01",misc. beverages,2014,7,1,3
1718,"2014-12-03",rolls buns,2014,12,3,4
3747,"2014-11-05",salt,2014,11,5,4
2048,"2014-11-07",fruit vegetable juice,2014,11,7,6
4358,"2014-08-11",coffee,2014,8,11,2
1581,"2014-02-17",napkins,2014,2,17,2
3815,"2014-09-03",cake bar,2014,9,3,4
2176,"2014-09-27",hard cheese,2014,9,27,7
4726,"2014-04-01",whole milk,2014,4,1,3
1844,"2014-04-10",yogurt,2014,4,10,5
1458,"2014-10-20",rolls buns,2014,10,20,2
4491,"2014-09-18",bottled water,2014,9,18,5
1013,"2014-11-12",mayonnaise,2014,11,12,4
1538,"2014-12-06",dessert,2014,12,6,7
3420,"2014-08-20",bottled beer,2014,8,20,4
2414,"2014-06-04",cling film bags,2014,6,4,4
3714,"2014-06-08",butter,2014,6,8,1
2484,"2014-03-19",hygiene articles,2014,3,19,4
2315,"2014-06-03",newspapers,2014,6,3,3
4056,"2014-05-10",salty snack,2014,5,10,7
2630,"2014-01-11",processed cheese,2014,1,11,7
2324,"2014-04-15",soda,2014,4,15,3
1185,"2014-09-28",chewing gum,2014,9,28,1
2415,"2014-06-25",candy,2014,6,25,4
3524,"2014-03-27",whipped sour cream,2014,3,27,5
4583,"2014-06-06",other vegetables,2014,6,6,6
1827,"2014-03-12",coffee,2014,3,12,4
4393,"2014-02-05",coffee,2014,2,5,4
3177,"2014-09-13",soda,2014,9,13,7
3201,"2014-09-20",newspapers,2014,9,20,7
4033,"2014-02-25",white bread,2014,2,25,3
3059,"2014-12-07",misc. beverages,2014,12,7,1
4006,"2014-11-25",napkins,2014,11,25,3
1070,"2014-04-10",red blush wine,2014,4,10,5
1765,"2015-03-11",margarine,2015,3,11,4
3855,"2015-03-09",tropical fruit,2015,3,9,2
4392,"2015-11-28",ham,2015,11,28,7
3330,"2015-07-26",hamburger meat,2015,7,26,1
1723,"2015-09-22",yogurt,2015,9,22,3
4110,"2015-03-30",soda,2015,3,30,2
2600,"2015-01-28",yogurt,2015,1,28,4
2946,"2015-10-07",soda,2015,10,7,4
2426,"2015-09-08",bottled water,2015,9,8,3
4170,"2015-05-03",sausage,2015,5,3,1
1109,"2015-04-06",citrus fruit,2015,4,6,2
3429,"2015-01-04",shopping bags,2015,1,4,1
2055,"2015-02-04",newspapers,2015,2,4,4
2480,"2015-09-20",frankfurter,2015,9,20,1
2441,"2015-05-30",sausage,2015,5,30,7
1054,"2015-04-10",frankfurter,2015,4,10,6
4818,"2015-10-14",salt,2015,10,14,4
3379,"2015-01-21",oil,2015,1,21,4
3939,"2015-02-10",curd,2015,2,10,3
1367,"2015-08-05",other vegetables,2015,8,5,4
1043,"2015-01-10",citrus fruit,2015,1,10,7
2231,"2015-10-17",frankfurter,2015,10,17,7
3235,"2015-12-28",root vegetables,2015,12,28,2
4554,"2015-07-16",tropical fruit,2015,7,16,5
3245,"2015-01-24",beef,2015,1,24,7
2996,"2015-05-19",berries,2015,5,19,3
2507,"2015-01-15",canned beer,2015,1,15,5
4186,"2015-10-25",whipped sour cream,2015,10,25,1
3929,"2015-04-28",root vegetables,2015,4,28,3
3760,"2015-11-22",whole milk,2015,11,22,1
4928,"2015-08-18",beef,2015,8,18,3
4217,"2015-12-18",frozen vegetables,2015,12,18,6
1174,"2015-02-11",rolls buns,2015,2,11,4
4103,"2015-06-19",whole milk,2015,6,19,6
4408,"2015-03-13",whole milk,2015,3,13,6
2588,"2015-12-28",citrus fruit,2015,12,28,2
3806,"2015-08-28",tropical fruit,2015,8,28,6
1711,"2015-06-08",soda,2015,6,8,2
3959,"2015-12-04",white bread,2015,12,4,6
1590,"2015-08-15",coffee,2015,8,15,7
1962,"2015-06-08",tropical fruit,2015,6,8,2
1766,"2015-01-21",pork,2015,1,21,4
2551,"2015-10-21",citrus fruit,2015,10,21,4
2294,"2015-09-23",frankfurter,2015,9,23,4
4531,"2015-05-29",frankfurter,2015,5,29,6
2957,"2015-04-12",frankfurter,2015,4,12,1
4415,"2015-01-26",other vegetables,2015,1,26,2
1476,"2015-08-26",yogurt,2015,8,26,4
3978,"2015-07-23",sausage,2015,7,23,5
2062,"2015-09-22",whole milk,2015,9,22,3
3252,"2015-06-28",pip fruit,2015,6,28,1
3922,"2015-06-24",whole milk,2015,6,24,4
1491,"2015-10-17",root vegetables,2015,10,17,7
3526,"2015-08-26",onions,2015,8,26,4
4060,"2015-12-11",specialty chocolate,2015,12,11,6
1067,"2015-04-08",hamburger meat,2015,4,8,4
2840,"2015-01-27",photo film,2015,1,27,3
4484,"2015-11-27",rolls buns,2015,11,27,6
2353,"2015-02-07",canned beer,2015,2,7,7
3130,"2015-02-18",canned beer,2015,2,18,4
4273,"2015-06-14",other vegetables,2015,6,14,1
4565,"2015-12-30",canned beer,2015,12,30,4
2504,"2015-08-14",curd,2015,8,14,6
4127,"2015-10-23",butter,2015,10,23,6
2690,"2015-04-01",other vegetables,2015,4,1,4
4129,"2015-09-22",whole milk,2015,9,22,3
4511,"2015-06-29",beef,2015,6,29,2
1602,"2015-08-04",sausage,2015,8,4,3
4369,"2015-02-01",soda,2015,2,1,1
1302,"2015-09-29",fruit vegetable juice,2015,9,29,3
3326,"2015-04-30",rolls buns,2015,4,30,5
2066,"2015-05-21",pip fruit,2015,5,21,5
3483,"2015-01-15",frozen vegetables,2015,1,15,5
2840,"2015-02-12",beverages,2015,2,12,5
1807,"2015-05-18",hamburger meat,2015,5,18,2
2067,"2015-08-12",root vegetables,2015,8,12,4
3783,"2015-02-17",canned beer,2015,2,17,3
2884,"2015-01-04",frozen vegetables,2015,1,4,1
2908,"2015-03-15",canned beer,2015,3,15,1
1330,"2015-07-10",newspapers,2015,7,10,6
2293,"2015-05-08",rolls buns,2015,5,8,6
3718,"2015-05-20",hamburger meat,2015,5,20,4
4338,"2015-01-25",pip fruit,2015,1,25,1
3486,"2015-11-08",canned beer,2015,11,8,1
3635,"2015-09-04",grapes,2015,9,4,6
2857,"2015-02-18",root vegetables,2015,2,18,4
3684,"2015-08-13",citrus fruit,2015,8,13,5
3120,"2015-10-20",cling film bags,2015,10,20,3
1116,"2014-08-11",zwieback,2014,8,11,2
3422,"2014-07-27",pastry,2014,7,27,1
4720,"2014-08-24",soft cheese,2014,8,24,1
1595,"2014-11-09",nut snack,2014,11,9,1
3776,"2014-02-21",white wine,2014,2,21,6
1058,"2014-05-24",other vegetables,2014,5,24,7
4313,"2014-07-17",newspapers,,,,
1618,"2014-10-30",napkins,,,,
3834,"2014-03-21",chocolate marshmallow,,,,
4493,"2014-11-29",margarine,,,,
2843,"2014-06-06",rolls buns,,,,
1754,"2014-04-20",cream cheese ,,,,
2107,"2014-10-30",canned beer,,,,
4157,"2014-04-01",frozen meals,,,,
2714,"2015-03-14",yogurt,,,,
2769,"2015-07-21",sparkling wine,,,,
4166,"2015-04-30",bottled water,,,,
