"member_number","itemDescription","purchase_year","item_price"
3718,hamburger meat,,9
4338,pip fruit,,12
3486,canned beer,,1
3635,grapes,,13
2857,root vegetables,,11
3684,citrus fruit,,13
3120,cling film bags,,8
3495,whole milk,,12
2813,pip fruit,,12
2799,sugar,,3
4723,tropical fruit,,4
3313,root vegetables,,11
4748,soda,,2
2991,whole milk,,12
1483,tropical fruit,,4
1634,brown bread,,2
2694,tropical fruit,,4
2707,domestic eggs,,8
2813,coffee,,8
2276,soda,,2
4726,whole milk,,12
4353,bottled beer,,8
4017,pork,,11
1422,other vegetables,,11
4211,newspapers,,5
4899,rolls buns,,4
1890,flour,,2
3172,bottled beer,,8
1444,yogurt,,2
4758,butter,,8
3125,newspapers,,5
3258,yogurt,,2
4474,yogurt,,2
1204,waffles,,7
4212,butter,,8
3106,pastry,,15
2284,fruit vegetable juice,,2
2284,fruit vegetable juice,,2
3849,whole milk,,12
2588,coffee,,8
3733,newspapers,,5
4306,misc. beverages,,10
1718,rolls buns,,4
3747,salt,,1
2048,fruit vegetable juice,,2
2048,fruit vegetable juice,,2
4358,coffee,,8
1581,napkins,,12
3815,cake bar,,4
2176,hard cheese,,3
4726,whole milk,,12
1844,yogurt,,2
1458,rolls buns,,4
4491,bottled water,,11
1013,mayonnaise,,5
1538,dessert,,6
3420,bottled beer,,8
2414,cling film bags,,8
3714,butter,,8
2484,hygiene articles,,1
2315,newspapers,,5
4056,salty snack,,7
2630,processed cheese,,14
2324,soda,,2
2415,candy,,10
3524,whipped sour cream,,6
4583,other vegetables,,11
1827,coffee,,8
4393,coffee,,8
3177,soda,,2
3201,newspapers,,5
3059,misc. beverages,,10
4006,napkins,,12
1070,red blush wine,,13
1765,margarine,,3
3855,tropical fruit,,4
4392,ham,,6
3330,hamburger meat,,9
1723,yogurt,,2
4110,soda,,2
2600,yogurt,,2
2946,soda,,2
2426,bottled water,,11
4170,sausage,,10
1109,citrus fruit,,13
3429,shopping bags,,2
2055,newspapers,,5
2480,frankfurter,,13
2441,sausage,,10
1054,frankfurter,,13
4818,salt,,1
3379,oil,,1
3939,curd,,2
1367,other vegetables,,11
1043,citrus fruit,,13
2231,frankfurter,,13
3235,root vegetables,,11
4554,tropical fruit,,4
3245,beef,,13
2996,berries,,4
2507,canned beer,,1
4186,whipped sour cream,,6
3929,root vegetables,,11
3760,whole milk,,12
4928,beef,,13
4217,frozen vegetables,,12
1174,rolls buns,,4
4103,whole milk,,12
4408,whole milk,,12
2588,citrus fruit,,13
3806,tropical fruit,,4
1711,soda,,2
1590,coffee,,8
1962,tropical fruit,,4
1766,pork,,11
2551,citrus fruit,,13
2294,frankfurter,,13
4531,frankfurter,,13
2957,frankfurter,,13
4415,other vegetables,,11
1476,yogurt,,2
3978,sausage,,10
2062,whole milk,,12
3252,pip fruit,,12
3922,whole milk,,12
1491,root vegetables,,11
3526,onions,,3
4060,specialty chocolate,,8
1067,hamburger meat,,9
2840,photo film,,13
4484,rolls buns,,4
2353,canned beer,,1
3130,canned beer,,1
4273,other vegetables,,11
4565,canned beer,,1
2504,curd,,2
4127,butter,,8
2690,other vegetables,,11
4129,whole milk,,12
4511,beef,,13
1602,sausage,,10
4369,soda,,2
1302,fruit vegetable juice,,2
1302,fruit vegetable juice,,2
3326,rolls buns,,4
2066,pip fruit,,12
3483,frozen vegetables,,12
2840,beverages,,4
1807,hamburger meat,,9
2067,root vegetables,,11
3783,canned beer,,1
2884,frozen vegetables,,12
2908,canned beer,,1
1330,newspapers,,5
2293,rolls buns,,4
3718,hamburger meat,,9
4338,pip fruit,,12
3486,canned beer,,1
3635,grapes,,13
2857,root vegetables,,11
3684,citrus fruit,,13
3120,cling film bags,,8
1116,zwieback,,3
3422,pastry,,15
1595,nut snack,,3
1058,other vegetables,,11
